nama,alamat,kecamatan,type,latitude,longitude,tahun,source_file
CALAMUS FACTORY OUTLET,JL. L. L. R. E. MARTADINATA NO. 81,Bandung Wetan,tourism_shopping,-6.904687710406517,107.62275614866572,2021,cleaned_objek_wisata_belanja.csv
TOKO DAPUR BUNDA - FACTORY OUTLET,JL. LODAYA NO. 55,Lengkong,tourism_shopping,-6.928306331488237,107.6211102060817,2021,cleaned_objek_wisata_belanja.csv
SPORT STATION TRUNOJOYO,JL. TRUNOJOYO NO.7,Bandung Wetan,tourism_shopping,-6.905101379773093,107.61331287974104,2021,cleaned_objek_wisata_belanja.csv
JOKOWOW FACTORY OUTLET,JL. CIHAMPELAS NO. 174,Sukajadi,tourism_shopping,-6.8778825618941815,107.59653232116888,2021,cleaned_objek_wisata_belanja.csv
GRANDE FASHION & GALLERY,JL. CIHAMPELAS NO.186,Coblong,tourism_shopping,-6.892269287722978,107.60405740746457,2021,cleaned_objek_wisata_belanja.csv
CHERRY FACTORY OUTLET,JL. GEGERKALOOHILIR NO. 18,Sukajadi,tourism_shopping,-6.869472895818815,107.59261891349128,2021,cleaned_objek_wisata_belanja.csv
MIKHAYLA KIDS FACTORY OUTLET BATUSANGKAR,JL. SOEKARNO HATTA NO. 2,Cibiru,tourism_shopping,-6.934082496732506,107.71877241786451,2021,cleaned_objek_wisata_belanja.csv
BARUNI BATIK GALLERY,JL. BUAH BATU NO.87,Lengkong,tourism_shopping,-6.933772489803377,107.6206051128925,2021,cleaned_objek_wisata_belanja.csv
CUCI GUDANG BARANG BRANDED,JL. TAMAN KOPO INDAH I,Bandung Wetan,tourism_shopping,-6.966701958020234,107.57331939325356,2021,cleaned_objek_wisata_belanja.csv
FOJBA FACTOR OUTLET,JL. TERUSAN KOPO,Bandung Wetan,tourism_shopping,-7.007884620293743,107.55094654543056,2021,cleaned_objek_wisata_belanja.csv
JULIEN BIG SIZE,JL. VETERAN NO. 17-B,Sumur Bandung,tourism_shopping,-6.917855446526907,107.61489750674072,2021,cleaned_objek_wisata_belanja.csv
THE SPORTS WAREHOUSE,JL. BRAGA NO. 91,Sumur Bandung,tourism_shopping,-6.916662612507113,107.6091038656638,2021,cleaned_objek_wisata_belanja.csv
BRAND REVOLUTION,JL. IR. H. JUANDA,Coblong,tourism_shopping,-6.891286723690143,107.61358912879248,2021,cleaned_objek_wisata_belanja.csv
BOOM STOCK,JL. CIHAMPELAS NO. 144,Coblong,tourism_shopping,-6.894536944826362,107.60403503222562,2021,cleaned_objek_wisata_belanja.csv
BANDUNG ORIGINAL MERCHANDISE,JL. CIHAMPLES NO. 210,Coblong,tourism_shopping,-6.889212373123292,107.604394396583,2021,cleaned_objek_wisata_belanja.csv
PERSIB MERCHANDISE STORE,JL. SULANJANA NO. 17,Coblong,tourism_shopping,-6.8981591543338645,107.61005918538048,2021,cleaned_objek_wisata_belanja.csv
ELMEIRA HIJAB,JL. PROGO NO. 3,Bandung Wetan,tourism_shopping,-6.90249620083983,107.61705736316036,2021,cleaned_objek_wisata_belanja.csv
TOKO TIGA,JL. JEND. AHMAD YANI,Sumur Bandung,tourism_shopping,-6.91954844923399,107.62110800602044,2021,cleaned_objek_wisata_belanja.csv
TWIG HOUSE,JL. SUKAJADI NO. 127,Sukasari,tourism_shopping,-6.889809921568851,107.59668819521804,2021,cleaned_objek_wisata_belanja.csv
OUTLET@251 - S.OLIVER,JL. RAYA PAJAJARAN NO. 27,Bandung Wetan,tourism_shopping,-6.570326471881416,106.80866969848154,2021,cleaned_objek_wisata_belanja.csv
TOKO SEPATU BATA,JL. RAYA BOJONGSOANG NO. 67,Bandung Wetan,tourism_shopping,-6.980270511895414,107.63344458073256,2021,cleaned_objek_wisata_belanja.csv
TOKO TAS ELIZABETH OTISTA,JL. OTTO ISKANDAR DINATA NO. 520,Astanaanyar,tourism_shopping,-6.930504903131708,107.60327406536368,2021,cleaned_objek_wisata_belanja.csv
UNIVERSAL FOOTWEAR,JL. CIKONENG NO. 46,Bandung Wetan,tourism_shopping,-6.983099913512733,107.64128579399384,2021,cleaned_objek_wisata_belanja.csv
SILIWANGI,JL. JEND. AHMAD YANI 203,Sumur Bandung,tourism_shopping,-6.918466165064204,107.624137627217,2021,cleaned_objek_wisata_belanja.csv
NIRWANA FABRIC OUTLET,JL. HASANUDIN NO. 9,Coblong,tourism_shopping,-6.890690522974218,107.61630191739344,2021,cleaned_objek_wisata_belanja.csv
C59,JL. MERAK NO.2,Coblong,tourism_shopping,-6.897264699602768,107.62038944317688,2021,cleaned_objek_wisata_belanja.csv
THIRD DAY CO,JL. CIHAMPELAS NO. 140,Coblong,tourism_shopping,-6.894473926345713,107.60398860542506,2021,cleaned_objek_wisata_belanja.csv
K2 BUSANA,JL. DEWI SARTIKA NO. 69,Regol,tourism_shopping,-6.923048631574014,107.6055812320262,2021,cleaned_objek_wisata_belanja.csv
WIDELY PROJECT,JL. L. L. R. E. MARTADINATA NO. 107,Bandung Wetan,tourism_shopping,-6.904229021401132,107.62179519715473,2021,cleaned_objek_wisata_belanja.csv
RUMAH BAJU FASHION OUTLET,JL. PURWAKARTA NO. 146,Antapani,tourism_shopping,-6.914314342256234,107.65666443816652,2021,cleaned_objek_wisata_belanja.csv
KENARI FABRIC OUTLET,JL. KENARI NO. 14,Bandung Wetan,tourism_shopping,-6.909063594617352,107.6114076057886,2021,cleaned_objek_wisata_belanja.csv
FACTORY OUTLET HILTON,JL. TERUSAN KOPO KM. 11 NO. 76,Bandung Wetan,tourism_shopping,-6.979701495649215,107.56012411140924,2021,cleaned_objek_wisata_belanja.csv
BARCELONA SPORT,JL. JEND AHMAD YANI NO. 69,Sumur Bandung,tourism_shopping,-6.920599434461862,107.6200880547004,2021,cleaned_objek_wisata_belanja.csv
GRUTTY SEPATU,JL. CIBADUYUT RAYA NO. 66,Bojongloa Kidul,tourism_shopping,-6.95074969533578,107.59352499888868,2021,cleaned_objek_wisata_belanja.csv
TOKO DIANA,JL. CIBADUYUT RAYA NO. 134,Bojongloa Kidul,tourism_shopping,-6.955282248460807,107.59300588875082,2021,cleaned_objek_wisata_belanja.csv
BATIK UNGGUL JAYA,JL. VETERAN NO. 42,Sumur Bandung,tourism_shopping,-6.918646982122094,107.615397375414,2021,cleaned_objek_wisata_belanja.csv
TOKO SEIRA,JL. BARANANG SIANG NO. 75,Sumur Bandung,tourism_shopping,-6.917837496520026,107.61865891144464,2021,cleaned_objek_wisata_belanja.csv
SYMPHONIC/CRUNC/UNFOLDS/STORE,JL. DEWI SARTIKA NO.7A,Regol,tourism_shopping,-6.922618112056233,107.60628267718364,2021,cleaned_objek_wisata_belanja.csv
PLANET FASHION,JL. DEWI SARTIKA NO. 15,Regol,tourism_shopping,-6.923470159127791,107.6064221515738,2021,cleaned_objek_wisata_belanja.csv
MYV FASHION,JL. KOSAR NO. KAV 9,Ujungberung,tourism_shopping,-6.901139390689338,107.6913987803822,2021,cleaned_objek_wisata_belanja.csv
MARYJANE STORE,JL. SULTAN TIRTAYASA NO.15,Bandung Wetan,tourism_shopping,-6.901828702482074,107.6140612049914,2021,cleaned_objek_wisata_belanja.csv
DAUKY FASHION HIJAB PASTEUR,JL. SUKARAJA ISTANA PASTTEUR REGENCY CRA49,Bandung Wetan,tourism_shopping,-6.890443329897997,107.57501695629664,2021,cleaned_objek_wisata_belanja.csv
TRIVIUM CLOTH,JL. LENGKONG BESAR NO. 81B,Lengkong,tourism_shopping,-6.924931041717792,107.61253150162418,2021,cleaned_objek_wisata_belanja.csv
OUVAL RESEARCH BUAH BATU,JL. BUAH BATU NO. 64,Lengkong,tourism_shopping,-6.932529481273305,107.6188677939952,2021,cleaned_objek_wisata_belanja.csv
TOKO ISNA FAJAR,JL. OTTO ISKANDAR DINATA NO. 177,Sumur Bandung,tourism_shopping,-6.919815344306286,107.6042845743056,2021,cleaned_objek_wisata_belanja.csv
BAJUKU BANDUNG,JL. CIPAMUKOLAN NO. 58,Rancasari,tourism_shopping,-6.941638480489701,107.67690030227584,2021,cleaned_objek_wisata_belanja.csv
TOKO PRABU,JL. JENDERAL AHMAD YANINO. 124,Sumur Bandung,tourism_shopping,-6.91983621620014,107.62114001206452,2021,cleaned_objek_wisata_belanja.csv
KAOS POLOS BANDUNG / CEMARA CLOTHING,JL. CEMARA NO. 63,Sukasari,tourism_shopping,-6.8834396127792585,107.5984435950466,2021,cleaned_objek_wisata_belanja.csv
GILDAN BANDUNG,JL. TM. CIBEUNYIN SEL,Bandung Wetan,tourism_shopping,-6.907920493493678,107.6267507288954,2021,cleaned_objek_wisata_belanja.csv
GUDANG JAM BANDUNG,JL. TERNATE NO. 29,Bandung Wetan,tourism_shopping,-6.907119693360329,107.61384598962664,2021,cleaned_objek_wisata_belanja.csv
HURTZINEMEDIA STORE,JL. GUDANG SELATAN NO. 22A,Sumur Bandung,tourism_shopping,-6.916684481646385,107.62079758537884,2021,cleaned_objek_wisata_belanja.csv
POSHBRAIN STUDIO,JL. GUDANG SELATAN NO. 22,Sumur Bandung,tourism_shopping,-6.916895354640224,107.62093414218135,2021,cleaned_objek_wisata_belanja.csv
PABRIK-JEANS.COM,JL. GUDANG UTARA NO. 4,Sumur Bandung,tourism_shopping,-6.915072796311031,107.619781000513,2021,cleaned_objek_wisata_belanja.csv
ZOYA,JL. RUMAH SAKIT NO. 131,Cinambo,tourism_shopping,-6.9276416083992665,107.69463707980417,2021,cleaned_objek_wisata_belanja.csv
BEST CARE,JL. KEMUNING NO. 23,Sumur Bandung,tourism_shopping,-6.915068293165974,107.62815559512087,2021,cleaned_objek_wisata_belanja.csv
THE HALLWAY,KEBON PISANG SUMUR BANDUNG,Sumur Bandung,tourism_shopping,-6.919075875192521,107.62245623565856,2021,cleaned_objek_wisata_belanja.csv
TAMIM 27,JL. TAMIM NO. 27,Andir,tourism_shopping,-6.918076753295115,107.60366566492452,2021,cleaned_objek_wisata_belanja.csv
TOKO GONZO,JL. SETRAINDAH BARAT NO. 2,Sukasari,tourism_shopping,-6.881825610269285,107.58796799025642,2021,cleaned_objek_wisata_belanja.csv
CHIODA SPORTS MARKET,JL. KEJAKSAAN NO. 19,Sumur Bandung,tourism_shopping,-6.917948929441125,107.6109187036164,2021,cleaned_objek_wisata_belanja.csv
D'FASHION TEXTILE & TAILOR,JL. VETEREAN NO. 41,Sumur Bandung,tourism_shopping,-6.919013983643716,107.61613291318216,2021,cleaned_objek_wisata_belanja.csv
DBL STORE BANDUNG,JL. CIHAMPELAS NO. 248,Coblong,tourism_shopping,-6.888047672766455,107.6040661484922,2021,cleaned_objek_wisata_belanja.csv
MONALIZA,JL. L. L. R. E. MARTADINATA NO. 170,Sumur Bandung,tourism_shopping,-6.915064730290696,107.62945156567449,2021,cleaned_objek_wisata_belanja.csv
LAVIE BABY HOURSE,JL. IMAM BONJOL NO. 6,Coblong,tourism_shopping,-6.893926279276422,107.61555055352468,2021,cleaned_objek_wisata_belanja.csv
CAHAYA SPORT,JL. JENDERAL AHMAD YANI NO. 262,Batununggal,tourism_shopping,-6.916215794187197,107.62928961683568,2021,cleaned_objek_wisata_belanja.csv
ELIZABETH CIATEUL,JL. IBU INGGIT GARNASIH NO. 15,Astanaanyar,tourism_shopping,-6.93014594131587,107.60259199537204,2021,cleaned_objek_wisata_belanja.csv
VILOUR PROMO INDONESIA,JL. DIPATI UKUR NO. 76A,Coblong,tourism_shopping,-6.88905259768777,107.61622077448756,2021,cleaned_objek_wisata_belanja.csv
RABBANI KOPO,JL. RAYA KOPO NO. 632,Babakan Ciparay,tourism_shopping,-6.958990728996702,107.5799984107519,2021,cleaned_objek_wisata_belanja.csv
SCREAMOUS SHOPHOUSE,JL. GEUSAN ULUN NO. 01,Bandung Wetan,tourism_shopping,-6.904158617952064,107.61186666876148,2021,cleaned_objek_wisata_belanja.csv
WORMHOLE STORE,JL. BAHUREKSA NO. 27,Bandung Wetan,tourism_shopping,-6.904489908112416,107.61611509084688,2021,cleaned_objek_wisata_belanja.csv
347 STORE,JL. TRUNOJOYO NO. 4,Bandung Wetan,tourism_shopping,-6.905664882299723,107.6130501573672,2021,cleaned_objek_wisata_belanja.csv
RANDOM APPAREL STORE,JL. WASTUKENCANA GG. NANGKASUNI NO. 1,Bandung Wetan,tourism_shopping,-6.905030747265724,107.60714650971684,2021,cleaned_objek_wisata_belanja.csv
HOUSE OF SMITH - BANDUNG SULTAN AGUNG,JL. SULTAN AGUNG NO. 27,Bandung Wetan,tourism_shopping,-6.90360685810929,107.61284753691967,2021,cleaned_objek_wisata_belanja.csv
INSURGENT CLUB'S FLAGSHIP STORE,JL. SULTAN AGUNG NO. 27,Bandung Wetan,tourism_shopping,-6.9037240196200536,107.61290118130078,2021,cleaned_objek_wisata_belanja.csv
BLJK BLACKJACK STORE,JL. TRUNOJOYO NO. 28,Bandung Wetan,tourism_shopping,-6.903737333628094,107.61331155903618,2021,cleaned_objek_wisata_belanja.csv
GEOFF MAX FOOTWEAR,JL. TRUNOJOYO NO. 15,Bandung Wetan,tourism_shopping,-6.904605393186797,107.61297360063118,2021,cleaned_objek_wisata_belanja.csv
BLOODS CONCEPT STORE,JL. SULTAN AGUNG,Bandung Wetan,tourism_shopping,-6.90459474193543,107.61189132941658,2021,cleaned_objek_wisata_belanja.csv
COSMIC CLOTHES,JL. SULTAN AGUNG NO. 7,Bandung Wetan,tourism_shopping,-6.9047288782562655,107.61164356037447,2021,cleaned_objek_wisata_belanja.csv
PAPERSMOOTH,JL. SULTAN AGUNG,Bandung Wetan,tourism_shopping,-6.904835388771824,107.61134583507936,2021,cleaned_objek_wisata_belanja.csv
BLACK ID CLOTHING,JL. SULTAN AGUNG NO. 3C,Bandung Wetan,tourism_shopping,-6.905054566527386,107.61137114851095,2021,cleaned_objek_wisata_belanja.csv
KICK DENIM,JL. SULTAN AGUNG NO.3C,Bandung Wetan,tourism_shopping,-6.904995986046634,107.6113067752027,2021,cleaned_objek_wisata_belanja.csv
EVIL ARMY,JL. SULTAN AGUNG NO. 5,Bandung Wetan,tourism_shopping,-6.904833557618647,107.61151330528364,2021,cleaned_objek_wisata_belanja.csv
POPCULINE,JL. TRUNOJOYO NO. 6,Bandung Wetan,tourism_shopping,-6.905984028336645,107.61308223259783,2021,cleaned_objek_wisata_belanja.csv
FLASHY,JL. DIPATI UKUR NO. 1,Coblong,tourism_shopping,-6.89793599676728,107.61324526167104,2021,cleaned_objek_wisata_belanja.csv
MISCHIEF DENIM STUDIO,JL. L. L. R. E. MARTADINATA NO.70,Bandung Wetan,tourism_shopping,-6.905820604448319,107.62084693460542,2021,cleaned_objek_wisata_belanja.csv
UNITED HART FLAGSHIP STORE,JL. SULTAN TIRTAYASA NO. 30,Bandung Wetan,tourism_shopping,-6.903371652184566,107.6145399913233,2021,cleaned_objek_wisata_belanja.csv
HRCN,JL. SULTAN AGUNG NO. 7,Bandung Wetan,tourism_shopping,-6.9045308308899225,107.6116318276395,2021,cleaned_objek_wisata_belanja.csv
NORDHENBASIC,JL. BAHUREKSA NO. 20,Bandung Wetan,tourism_shopping,-6.9052337986489,107.61511869524249,2021,cleaned_objek_wisata_belanja.csv
VISVAL STORE,JL. BANDA NO. 25,Bandung Wetan,tourism_shopping,-6.904472253617088,107.61636137414592,2021,cleaned_objek_wisata_belanja.csv
MATERNAL DISASTER STORE,JL. WIRA ANGUN NO.4B,Bandung Wetan,tourism_shopping,-6.903375104517433,107.6139903220784,2021,cleaned_objek_wisata_belanja.csv
ROUGHNECK 1991 STORE BANDUNG,JL. BAHUREKSA NO. 5,Bandung Wetan,tourism_shopping,-6.905109984578482,107.61411398024684,2021,cleaned_objek_wisata_belanja.csv
RECLAYS OFFICIAL STORE,JL. TRUNOJOYO NO. 23,Bandung Wetan,tourism_shopping,-6.9027887244490405,107.61342130429122,2021,cleaned_objek_wisata_belanja.csv
CHRONIC ROCK MERCH,JL. SAWAH KURUNG IV,Regol,tourism_shopping,-6.933678469265703,107.61141121599918,2021,cleaned_objek_wisata_belanja.csv
VEARST STORE,JL. GUDANG SELATAN NO. 22B,Sumur Bandung,tourism_shopping,-6.916247110451997,107.6208756769474,2021,cleaned_objek_wisata_belanja.csv
NIION,JL. GUDANG SELATAN NO. 22,Sumur Bandung,tourism_shopping,-6.91694481048164,107.62098092207977,2021,cleaned_objek_wisata_belanja.csv
POT MEETS POP DENIM,JL. BAHUREKSA NO. 20,Bandung Wetan,tourism_shopping,-6.905330705376133,107.61506403558182,2021,cleaned_objek_wisata_belanja.csv
GREENLIGHT FAMO,JL. MARGONDA RAYA NO. 214,Bandung Wetan,tourism_shopping,-6.377594057081619,106.8318638104152,2021,cleaned_objek_wisata_belanja.csv
BLOODS MAINSTORE,JL. SULTAN AGUNG NO. 25,Bandung Wetan,tourism_shopping,-6.9035722962860655,107.61271780537948,2021,cleaned_objek_wisata_belanja.csv
WADEZIG! OFFLINE STORE,JL. TRUNOJOYO NO. 4,Bandung Wetan,tourism_shopping,-6.906095510668606,107.6128968343408,2021,cleaned_objek_wisata_belanja.csv
PROSHOP ORIGINAL,JL. CIGURIANG NO. 9,Regol,tourism_shopping,-6.923268914454585,107.60470570857846,2021,cleaned_objek_wisata_belanja.csv
BLACKID CARTEL,JL. SULTAN AGUNG NO. 3C,Bandung Wetan,tourism_shopping,-6.9049015953116255,107.6112988903352,2021,cleaned_objek_wisata_belanja.csv
PETER SAYS DENIM,JL. CIUMBULEUIT NO. 109,Cidadap,tourism_shopping,-6.878108933028832,107.60345612166869,2021,cleaned_objek_wisata_belanja.csv
GUMMO,JL. SULTAN AGUNG NO. 13,Bandung Wetan,tourism_shopping,-6.9040012516997455,107.6122232067519,2021,cleaned_objek_wisata_belanja.csv
MAYOUTFIT,JL. GEGERKALONG HILIR NO. 9,Sukajadi,tourism_shopping,-6.870430157648429,107.59252785326564,2021,cleaned_objek_wisata_belanja.csv
MAYOUTFIT BUAH BATU,JL. BUAH ATU NO. 222C,Lengkong,tourism_shopping,-6.941252463655147,107.62687080510936,2021,cleaned_objek_wisata_belanja.csv
SHOPATALEEN,JL. GEGERKALONG HILIR NO.9B,Sukajadi,tourism_shopping,-6.870291088284675,107.59257979218016,2021,cleaned_objek_wisata_belanja.csv
BERAK9420,JL. TERUSAN PERINTIS NO. 92,Sukajadi,tourism_shopping,-6.882159496441576,107.57323466406476,2021,cleaned_objek_wisata_belanja.csv
FLAVA,JL. CIHAMPELAS NO. 177,Coblong,tourism_shopping,-6.88828604747268,107.6038524774038,2021,cleaned_objek_wisata_belanja.csv
BRODO FOOTWEAR,JL. LOMBOK NO. 11,Sumur Bandung,tourism_shopping,-6.909969500430918,107.61851969202608,2021,cleaned_objek_wisata_belanja.csv
